Sentence,Label
"starter.=20""This",1
"whole thing has just been crazy,""  he said.",1
"""I've never gotten this==20much attention before and I'm still  trying to figure out how to handle it.=""=20Count St. Louis signal caller  Kurt Warner among Hoover's fans...",1
"=20""I always like that stuff, it's always  good to see guys that were never=20given much of a chance to come in  and really make a name and do well for==20themselves,"" the former Arena  League star noted...",1
"=20Heck, Biakabutuka even admitted to mixed  emotions as he stood on the=20sidelines watching fans respond to  Hoover in a way they've never responded==20to him.",1
"However, the former  University of Michigan star also realizes just==20how hard Hoover has  worked -- in almost total obscurity -- prior to gettin=g=20this break,  all of which made it hard not to be happy for",1
his teammate.=20But,1
"Biakabutuka also found himself just a  little bit worried after teammat=e=20Michael Bates  told him the story of fella named Wally Pipp, who  played=20first base for the New York Yankees.",1
Or at least he did until  the day this==20new kid named Lou Gehrig came along  and filled in for him...,1
"=20""I don't want to be Wally Pipp,""  Biakabutuka said earnestly.=20Other",1
items of interest...,1
"=20Wide receiver Donald  Hayes, who missed Monday night's game with a groin=20injury,  is expected to return to the starting lineup",1
this week.=20Veteran fullback William  ,1
Floyd will also spend another week on the inactiv=e=20list;  Chris Hetherington will continue to start in his  place...,1
"[IMAGE] To unsubscribe from this group, send an email to:cheatsheets-unsubscribe@egroups.com=20 - 0.gif",0
"It is my great pleasure to announce that the Board has accepted my=20recommendation to appoint Jeff Skilling as chief executive officer, effecti=ve=20at the time of their next board meeting on February 12, 2001.",1
 Jeff will al=so=20retain his duties as president and chief operating officer.,1
" I will continu=e=20as chairman of the Board and will remain at Enron, working with Jeff on the==20strategic direction of the company and our day-to-day global operations.",1
Jeff will assume the role at a time when the company is hitting on all=20cylinders and is positioned for phenomenal growth.,1
 ,1
"He is clearly ready for==20the job, and after 15 years as CEO of this great company, I=01,m ready for =a=20somewhat different role.",1
Our succession plan has been clear for some time.,1
" This has afforded Jeff a=nd=20me the freedom to combine our strengths toward building a company that=20continues to exceed everyone=01,s expectations, including our own.",1
 ,1
We look==20forward to furthering that relationship as Jeff expands his role.,1
There are no plans for any other changes in our management team nor broad==20shifts in strategy and direction.,1
Please join me in congratulating Jeff.,1
 ,1
I look forward to a great 2001.,0
Quarterbacks in,1
the  News:,1
QB Jake Plummer (Ari) should get the start although he is  still hurting a tad with thumb and rib injuries.?,1
He is listed as probable  on the injury report.?,1
His backup Dave Brown is questionable with a  shoulder injury.?,1
*,0
*,0
*,0
Saturday Update QB Jake Plummer  (Ari) looks to start with the sore ribs but understand that one good  shot could send him out of the game a la Charlie Batch Thursday night.?,1
Be  careful here.,1
QB Doug Johnson (Atl) has been named the starter for the rest of the  season.,1
QB Trent Dilfer (Bal) is on a bye this week.,1
QB Rob Johnson  (Buf) is expected to start with sore ribs.,1
"QB Cade McNown (Chi) is making  excellent progress, but he will likely miss again this week.?",1
Shane  Matthews is expected to get the start this week.?,1
Cade is listed as  questionable with a sore shoulder.?,1
He would probably play if Matthews were  to get hurt.,1
QB Scott Mitchell (Cin) is expected to return as the starter  despite a sore knee.?,1
He practiced on Wednesday.?,1
*,0
*,0
*,0
Saturday Update?,1
QB Scott Mitchell  (Cin)?looked good again in practice Friday and is now,1
 probable.,1
?,0
He'll likely get the start which is good news for his  teammates.,1
QB Doug Pederson (Cle) did not throw on Wednesday as he nurses  his ribs.?,1
The team has not yet named a starter and if he can not go will  ,1
look to Spergon Wynn to lead there team into the slaughter.?,1
"Either way,  look for Jacksonville's defense to look good in this contest.?",1
*,0
*,0
*,0
Saturday Update?,1
Cleveland QBs.?,1
Coach Chris  Palmer will reportedly wait until gametime to decide between QBs Doug Pederson  and Spergon Wynn.?,1
What a choice.?,1
I'm fairly confident you're not  starting either if you're with me still in week 14...,1
QB Clint Stoerner  was signed by Dallas this week.,1
QB Brian Griese (Den) is slated to return  the last week of the NFL season at the earliest.?,1
Gus Frerotte will start  in his absence.,1
QB Charlie Batch (Det) was able to practice Tuesday and  is expected to take the field with his sore ribs.,1
"QB Elvis Grbac (KC)  practiced on Wednesday, but is still questionable whether he will start.?  ",1
The coaching staff has yet to name a starter.?,1
I rate his chances at 85% to  start.?,1
*,0
*,0
*,0
Saturday Update?,1
QB Elvis Grbac (KC) has been  named the starter.?,1
He says the finger feels fine and he's good to  go.,1
QB Jay Fiedler (Mia) was able to practice Wednesday and now looks  like he will start this Sunday.?,1
He is listed as questionable on the injury  report with a sore shoulder and neck.?,1
*,0
*,0
*,0
Saturday Update QB Jay Fielder (Mia) has looked good  (or at least as good as he ever looks) in practice and looks to start  Sunday.,1
QB Drew Bledsoe (NE) continues to take a pounding.?,1
He  appears as questionable on the injury report again with a? sore thumb and a  bruised ego.?,1
"He missed practice on Tuesday, but typically plays  hurt.?",1
"If he can not go, look for John Friesz (and his less than 100% knee)  to take the field.?",1
*,0
*,0
*,0
Saturday Update QB Drew Bledsoe (NE) practiced again  Friday and looks to be ok.?,1
I doubt he'll be 100% for the rest of the  season but he's apparently able to manage the pain and limitation from,1
the  thumb,1
.,0
QB Aaron Brooks (NO) is turning quite a few heads with his stellar  play.??,1
He starts again this week.?,1
*,0
*,0
*,0
Saturday Update?,1
QB Aaron Brooks (NO) has a shot  at unseating Jeff Blake for the 2001 starter in New Orleans according to ESPN's  Chris Mortensen.?,1
"So besides the obvious playoff situation, he's playing  for stakes that extend past this season.?",1
"QB Kordell Stewart (Pit)  is probable with a sore calf, but expects to start.?",1
QB Jerome  ,1
"Bettis (Pit) has a sore leg, but it will take a lot more than that to keep him  off the field.",1
QB Moses Moreno (SD) needs to trade away a commandment or  two for a more durable body.?,1
He appears on the injured list again as  questionable with a sore knee.?,1
"Ryan Leaf, who has a sore groin,? will  start again in his place.",1
QB Jon Kitna (Sea) gets the start this week for  the injured Brock Huard.?,1
Brock is out indefinitely with a bruised kidney  and was just released from the hospital earlier this week.,1
QB Kurt Warner  (StL) took snaps and has looked great throwing in practice.?,1
He will start  this week.?,1
Trent Green will back him up.?,1
*,0
*,0
*,0
Saturday Update QB Kurt Warner (StL) will likely be  playing on a less than optimal field in Carolina Sunday.?,1
"Besides the  grass, they're looking at possible snow.",1
QB Shaun King (TB) practiced on  Wednesday and looks to start against the Cowboys.?,1
Eric Zeier would play if  Shaun king suffered a set-back.,1
QB Steve McNair (Ten) practiced on  Wednesday and looks to start this week.?,1
He is listed as questionable on  the injury report with a hurt thumb.,1
QB Brad Johnson (Was) is back behind  center while Jeff George watches.?,1
I doubt we have seen the last of this  ,1
controversy.////////////////////////////////Running,1
 backs in the News:*,1
*,0
*,0
Saturday Update?,1
RB Thomas Jones (Ari) has been  ,1
deactivated for this week's game as he's still recovering from  pneumonia.???,1
More work for Michael Pittman.,1
RB Obafemi Ayanbadejo (Bal) is gone for the season.,1
RB Jamal  ,1
Lewis (Bal) is on a bye this week.,1
RB Sammy Morris (Buf) was able to  practice briefly on Wednesday and is questionable for this week's game.?,1
He  is having troublemaking the hard cuts so will likely be ineffective,1
even if he  plays.,1
?,0
*,0
*,0
*,0
Saturday Update RB Sammy Morris (Buf) isn't looking  much better as we near kickoff.?,1
I'm not expecting much of anything from  him this week.,1
RB William Floyd (Car) will miss this game.,1
RB  Tshimanga?Biakabutuka (Car) likely returns to the lineup this week.,1
He is  listed as probable with a sore toe.?,1
*,0
*,0
*,0
Saturday Update RB Tshimanga Biakabutuka (Car) had a  setback this week and has been deactivated for Sunday's game.?,1
Look for RB  Brad Hoover to get another start.?,1
*,0
*,0
*,0
Saturday Update RB Corey Dillon (Cin)?,1
QB Scott  ,1
Mitchell (Cin)?looked good again in practice Friday and is now  probable.,1
?,0
He'll likely get the start which is good news for his  teammates.,1
*,0
*,0
*,0
Saturday Update FB Nick Williams (Cin) ?likely  starts for Clif Groce Sunday.,1
RB Jamel White (Cle) is banged up with a sore shoulder.?,1
"Look for  Travis Prentice to ""shoulder"" more of the load this week.",1
RB Emmitt Smith  (Dal) has shaken off the concussion and will start this week.,1
RB Terrell  Davis (Den) is out this week with calf problems.?,1
Mike Anderson gets the  start again this week.,1
RB Detron Smith (Den) can play if needed with his  sore thumb.,1
RB Dorsey Levens (GB) misses yet another game.?,1
Ahman  Green will get the start.,1
RB Lamar Smith (Mia) practiced on Wednesday and  is expected to be the starter despite being listed as questionable on the injury  report with a tender hamstring.?,1
*,0
*,0
*,0
Saturday Update RB Lamar Smith (Mia) continues to look  good in practice and should be good to go.,1
RB Jimmy Kleinsasser (Min) is  probable with a sore hamstring.,1
"RB JR Redmond (NE) appears as  questionable on the injury report with bruised ribs, but he expects to  play.",1
RB Ricky Williams (NO) is healing way ahead of schedule.?,1
He  may now be ready for the last game of the regular season.?,1
His cast is  expected to come off later this week.,1
RB Jerald Moore (NO) is listed as  questionable on the injury report with a sore neck.?,1
"He is still expected  to start though, but Chad Morton may see a few more reps than usual.?",1
*,0
*,0
*,0
Saturday Update,1
RB Jerald Moore (NO) was upgraded to  probably after a good practice Thursday and looks to start.,1
RB Curtis  ,1
Martin (NYJ) plans on playing through the pain.?,1
He is listed as probable  with a sore gluteus.?,1
I am guessing he is the butt of many New York  jokes.?,1
*,0
*,0
*,0
Saturday Update RB Curtis Martin (NYJ) apparently is  better with a week to heal and should be able to make a bigger contribution this  week.?,1
RB Leon Johnson has been re-,1
signed by the Jets and will  return punts.,1
"RB Tyrone Wheatley (Oak) is banged up with a sore knee and  finger, but his ankles are better.?",1
He will play this week.?,1
*,0
*,0
*,0
Saturday Update?,1
RB Napoleon Kaufman (Oak)  tweaked his hamstring Thursday and is?was listed as questionable.?,1
He  did do some work Saturday and looks improved.,1
"If he is limited,  ",1
this?increases the workload Wheatley will see and could open the door for  newly signed Terry Kirby.,1
RB Chris Fuamatu-Ma'afala (Pit) is out,1
this  week and he is using the time to look for personalized items with his last  name.?,1
We will keep you posted.,1
RB Kenny Bynum (SD) is listed as  questionable with a sore hamstring.?,1
"On a team that already has a crowded  backfield with Jermaine Fazande and Terrell Fletcher, Kenny looks like he could  be placed on the inactive list this week.",1
"RB Terrell Fletcher (SD) has a  broken rib, but is expected to play with the pain.?",1
*,0
*,0
*,0
Saturday Update RB Terrell Fletcher (SD) practiced  again Friday and looks to start Sunday.,1
"RB Garrison Hearst (SF) is listed  as questionable on the injury report, but is doubtful he would have played  anyway.?",1
The team remains cautious in his comeback.,1
RB Mike Alstott  (TB) will not play this week.?,1
Look for Warrick Dunn to get plenty of  opportunities against a soft Dallas defense.,1
"RB Eddie George (Ten)  skipped Wednesday's practice, but expects to practice today and play this  weekend.?",1
*,0
*,0
*,0
Saturday Update RB Eddie George (Ten) looked good in  practice Friday and will start.,1
RB Larry Centers (Was) is listed as  questionable with a sore knee.,1
RB Stephen Davis (Was) will play with his  sore forearm.?,1
Look for the Giants to attempt to arm-tackle him all day.,1
 ,0
*,0
*,0
*,0
Saturday Update RB Stephen Davis (Was),1
certainly  sounds like he's sure to play this week.?,1
Although it has to be noted he  sounded like that last week.?,1
"While I feel pretty good that he'll play, the  worry here is one good shot to the arm could really have an effect.?",1
///////////////////////////////////Wide Receivers in  the News:WR Frank Sanders (Ari) is expected to play with a sore  leg.,1
WR Brian Finneran (Atl) practiced on Wednesday and is expected to  play with a sore back.,1
WR Qadry Ismail (Bal) is on a bye this  week.,1
WR Jermaine Lewis (Bal) will use this week to heal his shoulder he  injured in last week's game.,1
WR Peerless Price (Buf) is expected to play  with a sore ankle.,1
WR Donald Hayes (Car) is expected to start with a sore  groin.?,1
*,0
*,0
*,0
Saturday Update WR Donald Hayes (Car)?was able to  practice Friday and is still looking like a go for Sunday.?,1
Watch for the  snow however.?,1
*,0
*,0
*,0
Saturday Update?,1
WR Marcus Robinson (Chi) was  released from the hospital after spending a few days keeping an eye on his  back.?,1
He's been downgraded to doubtful and I'm really not looking for  anything from this weekend.?,1
He'd been struggling with QB Shane Matthews  anyway.?,1
I'd look elsewhere if you can.?,1
*,0
*,0
*,0
Saturday Update WR Marty Booker (Chi) looks to see  more playing time with Robinson's back troubles.,1
?,0
?,0
*,0
*,0
*,0
Saturday Update?WR Peter Warrick  (Cin)??,1
QB Scott Mitchell (Cin)?looked good again in  practice Friday and is now probable.?,1
He'll likely get the start which is  good news for his teammates.,1
WR Darrin Chiaverini (Cle) is listed as  questionable with a sore knee.?,1
He did not practice on Wednesday.,1
WR  Germane Crowell (Det) is out again this week.?,1
Johnnie Morton and Herman  Moore will start in his absence.,1
"WR Corey Bradford (GB) has spent more  time on the injury report than Yancey Thigpen...well maybe not, but he can't  stay healthy either.?",1
Corey misses another game this week as he is  officially listed as out.,1
WR EG Green (Ind) still has a sprained knee and  is listed as questionable on the injury report.?,1
He says he will be ready  to play though.?,1
*,0
*,0
*,0
Saturday Update WR E.G. Green (Ind) did not improve  this week and has been deactivated.,1
WR OJ McDuffie (Mia) is questionable  with a sore toe.?,1
"With Tony Martin now healthy, the team will likely rest  OJ so that he can heal for the playoffs.",1
"WR Troy Brown (NE) is listed as  questionable on the injury report with a sore leg, but he expects to play.?",1
*,0
*,0
*,0
Saturday Update WR Troy Brown (NE) ?was able to  do some work Saturday but still isn't 100%.?,1
He'll probably be the # 3 WR  if he can go Monday.,1
WR Jake Reed (NO) is out in likely more ways than  his listing on the injury report.?,1
Joe Horn and Willie Jackson are playing  good enough to hold onto the starting jobs even if Jake were to get  healthy.,1
WR Ike Hilliard (NYG) is out with a bruised sternum.?,1
Joe  Jurevicius will start in his place.,1
WR Dedric Ward (NYJ) gets the start  over Laveranues Coles who is out with a twisted knee.,1
"WR Courtney Hawkins  (Pit) is questionable this week with a sore knee, but even if he played he would  likely be ineffective.",1
?,0
Hines Ward has been the only Pittsburgh receiver to  ,1
do anything consistently all year,1
.,0
"WR Terrell Owens (SF) is not a lock to  play, but he keeps talking like he will be on the field though.?",1
He was  quoted in the Sacramento Bee as saying he is 85% right now.?,1
"I am guessing  he is closer to 70%, but he probably will play if he can handle the pain from  his turf toe.*",1
*,0
*,0
Saturday Update WR Terrell Owens (SF) missed practice  again Friday and looks like he'll be the # 3 WR behind Jerry Rice and J.J.  Stokes.?,1
It's tough not to start him as he's always got the potential to  explode but he's a big risk.?,1
"If you need sure points this week, I'd shy  away from him.?",1
"If you really need help and you're looking for a home run,  you might take a chance on him but just be prepared for the chance he does  little.?",1
*,0
*,0
*,0
Saturday Update?,1
St. Louis WRs?will likely  be playing on a less than optimal field in Carolina Sunday.,1
?,0
"Besides the  grass, they're looking at possible snow.",1
WR Tony Horne (Stl) is out this week with a toe injury.,1
WR  Az-Zahir Hakim (Stl) is expected to play with his sore knee this week.,1
WR  Carl Pickens (Ten) continues to miss time with a sore hamstring.?,1
Even if  ,1
"he plays, he does not look like he will be a big factor.",1
WR Albert  ,1
Connell (Was) got a break when the doctors upgraded his condition.?,1
He  remains sore though and may be a game-time decision to whether he plays.?  ,1
The team is starting James Thrash and Irving Fryar so he may have limited value  even if he suits up this week.,1
"WR James Thrash (Was) has a bruised thigh,  but is expected to play this week.?  ///////////////////////////////Tight Ends in the  News:TE Reggie Kelly (Atl) practiced on Wednesday and is  expected to play with a sore knee.?",1
*,0
*,0
*,0
Saturday Update TE Reggie Kelly (Atl) looked good in  practice later this week and will likely get the start.,1
TE Shannon Sharpe  (Bal) is on a bye this week.,1
TE OJ Santiago (Cle) is bothered by a sore  knee.?,1
Fantasy players are bothered that he is still mentioned as a player  in the NFL.TE Aaron Shea (Cle) is listed as questionable with sore  quadriceps.?,1
"He was limited in practice, but expects to play in the  ",1
game,1
.,0
TE Jackie Harris (Dal) was quoted as saying he will play this  weekend.?,1
He is expected to practice on Thursday and is listed as  questionable on the injury report with a sore knee.?,1
*,0
*,0
*,0
Saturday Update,1
TE Jackie Harris (Dal) did practice  and looks good for Sunday.,1
TE Tony Gonzalez (KC) is perfectly fine and  just did not catch a pass last week from 6 attempts from Warren Moon.?,1
"If  Grbac plays, expect him to get the ball to Tony again.",1
"TE Hunter Goodwin  (Mia) has a tight hamstring, but is expected to play.",1
TE Johnny  McWilliams (Min) is now the starter.?,1
John Davis still gets a lot of looks  though.,1
TE Chad Lewis (Phi) is expected to play with a sore elbow.,1
 ///////////////////////////////Kickers in the  News:,1
PK David Akers (Phi) is expected to play with a pulled  quad.,1
PK Jeff Wilkins (Stl) looks like he will kick this week.?,1
But  he has looked like he was ready before and then gave way to Jeff Hall minutes  before game-time.?,1
"Now that the Rams are tied for first though, expect the  players to start working through the pain.?",1
I rate Wilkins chance to start  at close to 90% this week.,1
"To unsubscribe from this group, send an email to:cheatsheets-unsubscribe@egroups.com",0
"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~Want to help?  Forward this e-mail to your friends, and have themsign-up @ http://www.bushetrain.com  - AOL link at bottom.~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~Contents: 1  Majority of Americans Think Bush Behaving More Presidential 2  Gore Claims to Want Every Vote Counted, but Refuses to Stop    Democrats Trying to Throw Out Legal Votes for Bush 3  FL Supreme Court Rules",0
"Palm Beach ""Butterfly"" Ballot Legal",0
"4  Gore Asked Miami Mayor Why Miami-Dade Recount Stopped 5  Notable Columns1MAJORITY OF AMERICANS THINK BUSH IS BEHAVING MORE PRESIDENTIALFox News/Opinion Dynamics Poll, 11/29-30900 registered voters nationwideOver the last 3 weeks, which candidate do you think has behavedin a more presidential manner?50% Bush29% GoreWho do you believe won the election?56% Bush25% GoreDo you think Gore should concede the election or do you agreewith his decision to contest the Florida election results?56% Gore should concede39% Gore should contest the Florida election resultsAl Gore says he's contesting the Florida vote count of behalfof voters and democracy.  Do you think Gore is fighting forrecounts in Florida more for democracy or is he fighting forhimself?19% Gore is fighting for democracy and the voters66% Gore is fighting for himselfWhich do you think is the more accurate, unbiased way to countvotes - by machine or by hand?67% Machine counting of votes is more accurate19%",1
Hand counting of votes is more accurateDo you have a favorable or unfavorable opinion of,1
George W. Bush?Do,1
you have a favorable or unfavorable opinion of Al Gore?Do you think,1
Al Gore is better described as a fighter or awhiner?37,1
% Fighter48%,0
WhinerIf,0
"the election were held over again tomorrow, for whom wouldyou vote: Bush, Gore, Nader, or",1
"Buchanan?2GORE CLAIMS TO WANT EVERY VOTE COUNTED, BUT REFUSES TO STOPDEMOCRATS TRYING TO THROW OUT LEGAL VOTES FOR BUSHAl Gore, News Conference, CNN, 11/27/00:""Ignoring votes means ignoring democracy itself, and if we ignorethe votes of thousands in Florida in this election, how can you orany American have confidence that your vote will not be ignored ina future election?""THE",1
TRUTH:,1
"~ If Gore wants all votes counted, ought to urge dismissal of   their case.",1
~ The voters did nothing wrong - it was the result of computer   error.,1
" In an effort to make sure that voters received their   ballots, local Republicans asked the Supervisor of Elections   if they could manually fix the misprints - suit would   disenfranchise 15,000 voters.",1
"~ Democrats are trying to throw out all 15,000 absentee votes in   Seminole County, even though less than 5,000 of the absentee   ballot applications required correction, just to obtain a net   gain of votes for Gore in Seminole County.",1
"~ The number was on an APPLICATION, not on a ballot.",1
~ Both parties sent out materials like this.,1
" A computer glitch   caused approximately 5,000 Republican absentee requests to   contain incorrect voter registration numbers.",1
~ This has NOTHING to do with the integrity of the ballots or the   validity of votes.,1
LEGAL INFORMATION,1
~ No traction for the legal claim.,1
~ State law in no way bars what took place.,1
~ Merely corrected a Voter ID Number on an application.,1
~ Control on application is voter's signature and last four digits   of Social Security Number which must be included and is provided   by the voter.,1
"~ Voter ID Numbers are public information3FLORIDA SUPREME COURT RULES THE PALM BEACH BALLOT IS LEGALFlorida Supreme Court Ruling:""[W]e conclude as a matter of law that the Palm Beach Countyballot does not constitute substantial noncompliance with thestatutory requirements mandating the voiding of the election.""",1
"- Andre Fladell v. Palm Beach County Canvassing Board, 12/01/00Gore's Legal Team Insisted The Ballot Was Illegal:",1
"Former Secretary of State And Gore Advisor Warren Christopher:""...there are serious and substantial irregularities resultingfrom the ballot...that ballot was confusing and illegal, and thatrising out of this is the need for redress in order to make surethat the will of the people can be properly honored...""",1
"  - News Conference on Florida Recount, CNN, 11/09/004GORE ASKED MIAMI MAYOR WHY MIAMI-DADE RECOUNT STOPPEDMiami Herald's Manny Garcia and Joseph Tanfani, 12/01/00:""Hours after the Miami-Dade canvassing board called off itsrecount, Gore phoned county Mayor Alex Penelas (D) asking for anexplanation.  ",1
Penelas said Gore 'asked him if 'there was anythingI could do to provide extra resources' to help the count goforward.',1
"Penelas also said 'Gore 'never pressured me''""Full 12/1/00, Miami Herald Article:http://www.herald.com/content/today/news/national/digdocs/064082.htm5NOTABLE",1
COLUMNSWashington,0
PostCOUNTING ON SOME SLIPPERY LANGUAGEGeorge,0
"F. Will11/30/00""...despite the supposed sophistication of Boies, Gore &Lieberman, all its arguments have rested on two braidedassertions, each too weak to gain significant strength from thebraiding:""First, anything done with a ballot constitutes a cast vote.",1
"Second, no vote can be considered counted until a presidentialintent has been ascribed to it, even if the ascription involvesintuiting the meaning of 'marks...barely discernible to thehuman eye' (the words of Judge Charles Burton, who presided overPalm Beach County's recount).""Beneath such result-oriented lawyers' artistry lurks apernicious premise.",1
It is that casting a ballot is a task sochallenging for many voters that the task cannot be completedwithout the intervention of lawyers-as-intuitors.,1
" This softbigotry of low expectations infused Al Gore's eerie speechMonday evening.""Full Column:http://www.washingtonpost.com/wp-dyn/articles/A4816-2000Nov29.html==================================Miami HeraldHUNDREDS OF FELONS CAST VOTES ILLEGALLY:",1
"Since 1868, it has beenillegal for felons to cast ballots in Florida.",1
"David Kidwell, Phil long and Geoff Dougherty12/01/00Excerpts:""At least 445 Florida felons voted illegally on Nov. 7...",1
"""The tainted votes -- found in a review of nearly half a millionvotes cast in 12 Florida counties -- provide evidence that thepresidential race was influenced by thousands of ineligiblevoters.",1
Nearly six million voters in Florida's 67 counties castballots.,1
"""Nearly 75 percent of the illegal ballots discovered by TheHerald were cast by registered Democrats.",1
"""The votes could be seized upon by the Bush campaign to arguethat a large number of illegal votes were probably cast for hisopponent, outweighing the effect of any recount.""'It",1
"'s a very powerful argument,' said Robert Jarvis, a lawprofessor at Nova Southeastern University.",1
"""The",1
"Herald found 62 robbers, 56 drug dealers, 45 killers, 16rapists and seven kidnappers who cast ballots.",1
At least two whovoted are pictured on the state's online registry of sexualoffenders.,1
"""Clarence Eden Williams, 77, of Pahokee, also voted.",1
His pictureis posted on the state registry of sexual offenders for hiscrimes against children.,1
"His son was surprised his father cast aballot.""'He's got Alzheimer's, and he can't even carry on aconversation anymore,' said",1
"Clarence Williams III.""The",1
Herald review included...8 percent of the 5.9 million votescast on Nov. 7.,1
"It encompassed all votes cast in Palm Beach andPasco counties, most votes cast in Duval County, and onlyabsentee votes in Miami-Dade, Broward, Lee, Leon, Hillsborough,Clay and the Panhandle counties of Escambia, Okaloosa and Bay.",1
"""To",1
"find felony voters, The Herald compared a list of voters inthose counties with a Department of Corrections database listingfelons who had served at least a year in prison.",1
"If the patternfound in the study is the same statewide, more than 5,000 felonslikely cast illegal ballots.",1
"""Full Article:http://www.herald.com/content/archive/news/elect2000/digdocs/080337.htm==================================RealClearPolitics.comTHERE IS NO MORAL EQUIVALENCYJohn McIntyre11/30/00For the past three weeks",1
"all we have heard from Democrats andthe media about the struggle in Florida is that ""both sides areat fault,"" ""neither candidate has been presidential,"" and ""a poxon both your houses.""",1
This case for moral equivalency betweenBush and Gore is critical to the Democrats' argument.,1
"If, as therationale goes, both sides are to blame and the election endedin a tie, then ""why can't we just have a compromise that affordsboth sides with a 50/50 chance win the Presidency?""",1
"This wouldseem like a reasonable solution, provided those underlyingsuppositions were true.",1
The problem for Gore is that thesuppositions are not even close to being true.,1
Both sides are notto blame.,1
"And this election, while ridiculously close, did notend a tie.",1
Vice President Gore had a right to conduct a recount of thevotes.,1
He has had that recount of votes.,1
"When the recount upheldthe original result, that should have been the end of thisfiasco.",1
"However, even before the original recount was finished,Gore, and his partner in crime Senator Lieberman, decided intheir minds that they really won the election.",1
What has followedhas been their all-out assault to change what happened onelection day in Florida.,1
Full Column:http://www.realclearpolitics.com/Commentary/com-11_30_00_JM.htmlAOL link: <a href=http://www.bushetrain.com>E-mail Update Sign-up</a>Paid for by Bush Cheney,0
"Recounthttp://www.georgewbush.com==============================================================================To unsubscribe, please go here:http://www.georgewbush.com/unsubscribe.asp?email=EBASS@ENRON.COMTo change your e-mail address or any other subscription information",0
", please go here:http://www.georgewbush.com/MyGeorgeW.asp",0
[IMAGE]Fantasy Basketball is here...and it's FREE!,1
Join a league or create your own.,1
"It's a slam dunk!http://fantasybasketball.commissioner.comRun your Fantasy Basketball league for FREE with our fully-customizable league management service!http://basketball.commissioner.comThe tab for SportsLine's FREE Fantasy Football is being picked up by Miller Lite, our favorite beer around here.",1
Check them out offline at your local bar or online with us.,1
Grab a Miller Lite.,1
It's Miller Time!Half,1
Time is the perfect time to visit Half.com.,1
"Half.com offers Music, Books, Movies & Games at HALF the price.",1
Win The Fantasy Football Trip Of A Lifetime!,1
Love to surf the cbs.sportsline.com site?,1
You could win a 4-day/3-night weekend in Florida to attend Cris Carter's FAST Program in Florida!,1
Click here to get started now!Brought to you bySponsorship,1
BarYou are receiving these e-reports because you have signed up for CBS SportsLine Fantasy Football.,1
 ,1
"To customize, reschedule, or turn off these reports please  click here  ",1
Player Updates?NFL Reports?,1
" Latest NFL Player News  Charlie Batch , QB DET - The Lie Downs Updated 12/02/00  Batch should be able to play next weekend against Green Bay, despite leaving Thursday's game against Minnesota.",1
"  ""He didn't reinjure his ribs or anything,"" team doctor David Collon said.",1
"""It was too sore for him to feel he could play effectively, so we just gave up after the first two series.""",1
  Batch received numbing injections to ease pain in his ribs.,1
Collon said no X-rays were necessary.,1
"    Marcus Robinson , WR CHI - Meximullets Updated 12/02/00  Robinson was released from Northwestern Memorial Hospital on Saturday, three days after he was admitted for treatment of back spasms.",1
  Robinson's status for Sunday night's game against Green Bay at Soldier Field was downgraded from questionable to doubtful.,1
"Marty Booker might start in his place, with Dez White also seeing increased playing time.",1
    ,1
"Jeff Wilkins , K STL - Free Agent Updated 12/02/00  ",1
Wilkins is expected back Sunday from a quadriceps injury that took its time to heal.,1
Wilkins missed five games and most of a sixth.,1
Coach Mike Martz put him through rigorous tests Thursday and Friday to make sure he was ready to go for the game against the Carolina Panthers.,1
Backup Jeff Hall will remain on the active roster until Sunday.,1
"  ""I kicked a ton of kickoffs, field goals, everything on Thursday and today I did more field goals,"" Wilkins said.",1
"""It felt great.",1
"I kicked all-out and there were no twinges, no tweaks.""",1
"     Lamar Smith , RB MIA - Thrill Kill Cult Updated 12/02/00  Smith will start at RB at Buffalo this week.",1
"He may be a risky start, because hamstring injuries sometimes seem to flare up quickly again.",1
"  Jay Fiedler , QB MIA - Thrill Kill Cult Updated 12/02/00  Fiedler will start Sunday at Buffalo.",1
He was sidelined by a pinched nerve in his neck on the first play against the New York Jets on Nov. 19.,1
He returned to practice Wednesday.,1
"  ""Jay looked good today, as he has all week, so he'll start,"" coach Dave Wannstedt said following Friday's workout.",1
"    Dedric Ward , WR NYJ - Fear Updated 12/01/00  Ward caught six passes for 93 yards last week against the Bears.",1
His numbers were likely helped due to the loss of rookie Laveranues Coles to an injury.,1
"Look for Ward to see some passes come his way this week against the Colts, as Coles will miss his second consecutive game.",1
 Fantasy owners in deeper leagues may want to consider starting Ward this week.,1
"    Rob Johnson , QB BUF - The Lie Downs Updated 12/01/00  Johnson is listed as probable on the injury report with sore ribs, but he will still start this week's game against the Dolphins.",1
"He was knocked out of last week's game at Tampa Bay, but threw for 262 yards and two touchdowns before exiting.",1
"Don't expect big numbers from Johnson this week against Miami, whose defense ranks seventh in the league against the pass.",1
"     Randall Cunningham , QB DAL - Free Agent Updated 12/01/00  Cunningham did not practice on Thursday because of a groin strain.",1
His status for Sunday's game against the Buccaneers is uncertain.,1
